"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
8,B,1.340464e+000,3.431649e+001,2.580000e+002,1.400000e+002,46,3.414666e-001,3.365672e+002,6.381199e+001,1.434552e+001,4.551625e-001,7.392949e+001,3.043478e+000,3.129670e+000,4.966892e-001
8,C,1.311323e+000,3.431649e+001,2.390000e+002,2.050000e+002,45,3.597110e-001,3.211959e+002,6.225070e+001,1.066969e+001,7.023461e-001,7.157538e+001,4.555556e+000,3.736505e+000,4.575804e-001
8,D,1.486166e+000,3.431649e+001,1.580000e+002,2.640000e+002,51,4.237062e-001,3.484926e+002,6.650391e+001,1.578824e+001,7.625135e-001,8.252868e+001,5.176471e+000,4.115957e+000,4.654676e-001
8,E,2.302100e+000,3.431649e+001,2.760000e+002,4.410000e+002,79,3.982626e-001,3.492212e+002,8.046568e+001,2.071840e+001,8.222560e-001,1.014160e+002,5.582278e+000,3.043349e+000,5.253663e-001
8,F,2.039836e+000,3.431649e+001,2.300000e+002,3.770000e+002,70,4.122706e-001,3.304908e+002,7.173588e+001,1.534377e+001,8.590553e-001,8.477378e+001,5.385714e+000,3.746411e+000,4.457063e-001
8,G,3.176316e+000,3.431649e+001,2.440000e+002,5.000000e+002,109,4.134099e-001,3.202816e+002,6.446304e+001,1.593599e+001,7.508543e-001,7.708964e+001,4.587156e+000,3.901461e+000,4.290186e-001
9,B,1.602728e+000,3.431649e+001,1.960000e+002,1.960000e+002,55,3.495439e-001,3.355578e+002,7.063956e+001,1.474210e+001,5.614604e-001,8.089169e+001,3.563636e+000,3.963023e+000,4.587933e-001
9,C,1.398745e+000,3.431649e+001,1.820000e+002,2.350000e+002,48,4.101419e-001,3.558467e+002,5.884440e+001,1.346142e+001,7.030327e-001,7.317664e+001,4.895833e+000,3.421523e+000,4.595614e-001
9,D,2.564365e+000,3.431649e+001,1.870000e+002,4.530000e+002,88,4.114526e-001,3.162590e+002,7.926307e+001,2.247479e+001,8.679790e-001,9.779005e+001,5.147727e+000,3.355188e+000,4.937492e-001
9,E,2.739208e+000,3.431649e+001,3.180000e+002,4.240000e+002,94,3.618304e-001,3.128503e+002,8.436881e+001,2.182955e+001,7.611552e-001,9.573090e+001,4.510638e+000,2.677265e+000,5.266235e-001
9,F,2.797489e+000,3.431649e+001,2.260000e+002,4.550000e+002,96,3.833415e-001,3.162931e+002,8.130838e+001,2.297738e+001,7.682484e-001,9.140292e+001,4.739583e+000,2.713484e+000,5.243441e-001
9,G,1.340464e+000,3.431649e+001,2.190000e+002,1.860000e+002,46,3.949241e-001,3.034395e+002,7.454894e+001,2.000480e+001,6.896374e-001,8.923889e+001,4.043478e+000,3.067399e+000,4.982126e-001
10,B,1.398745e+000,3.431649e+001,2.570000e+002,1.880000e+002,48,3.284036e-001,3.081278e+002,7.206024e+001,1.388531e+001,6.583153e-001,8.354632e+001,3.916667e+000,3.035651e+000,5.286444e-001
10,C,1.923274e+000,3.431649e+001,2.100000e+002,3.420000e+002,66,3.444718e-001,3.305729e+002,8.419722e+001,1.600014e+001,8.395190e-001,9.968729e+001,5.181818e+000,2.985093e+000,5.169130e-001
10,D,1.165620e+000,3.431649e+001,1.750000e+002,2.200000e+002,40,3.880863e-001,3.620635e+002,7.722268e+001,1.886503e+001,8.049632e-001,9.167366e+001,5.500000e+000,3.613698e+000,4.954558e-001
10,E,1.661009e+000,3.431649e+001,2.100000e+002,2.400000e+002,57,3.719360e-001,3.104899e+002,7.547306e+001,1.748066e+001,7.215412e-001,8.305365e+001,4.210526e+000,2.559373e+000,5.247540e-001
10,F,1.544447e+000,3.431649e+001,1.940000e+002,2.690000e+002,53,3.920108e-001,3.197932e+002,7.540366e+001,1.562980e+001,8.199358e-001,9.160272e+001,5.075472e+000,3.451433e+000,4.726223e-001
10,G,2.535225e+000,3.431649e+001,2.980000e+002,3.660000e+002,87,3.423352e-001,3.219110e+002,8.131885e+001,1.941200e+001,6.886625e-001,9.418846e+001,4.206897e+000,3.243674e+000,4.777802e-001
11,B,1.457026e+000,3.431649e+001,3.630000e+002,1.200000e+002,50,2.963416e-001,2.844494e+002,6.119803e+001,1.133518e+001,4.072761e-001,5.279649e+001,2.400000e+000,3.433438e+000,4.478473e-001
11,C,1.719290e+000,3.431649e+001,2.750000e+002,2.090000e+002,59,3.321086e-001,3.107104e+002,6.099085e+001,1.139809e+001,5.808057e-001,6.204550e+001,3.542373e+000,3.620887e+000,4.461555e-001
11,D,1.515307e+000,3.431649e+001,2.360000e+002,2.810000e+002,52,4.270559e-001,3.369702e+002,6.738103e+001,1.466977e+001,8.161484e-001,7.950770e+001,5.403846e+000,3.327386e+000,4.775957e-001
11,E,1.282183e+000,3.431649e+001,1.810000e+002,2.460000e+002,44,4.227250e-001,3.535748e+002,6.081915e+001,1.655240e+001,7.755557e-001,7.127928e+001,5.590909e+000,3.399857e+000,4.572190e-001
11,F,1.631869e+000,3.431649e+001,1.900000e+002,2.590000e+002,56,4.068385e-001,3.576730e+002,6.459177e+001,1.274359e+001,6.513909e-001,7.582219e+001,4.625000e+000,3.236132e+000,4.679295e-001
